"Postcode","Total","Males","Females","Occupied_Households"
"AL1 5LJ",9,4,5,2
"AL1 5LL",45,16,29,22
"AL1 5LN",53,30,23,25
"AL1 5LQ",23,10,13,9
"AL1 5LX",77,46,31,21
"AL1 5LY",62,31,31,26
"AL1 5LZ",47,27,20,16
"AL1 5NA",89,45,44,30
"AL1 5NB",17,9,8,9
"AL1 5ND",83,39,44,34
"AL1 5NE",39,24,15,14
"AL1 5NF",62,33,29,27
"AL1 5NG",68,34,34,28
"AL1 5NH",16,8,8,5
"AL1 5NJ",63,32,31,29
"AL1 5NL",69,31,38,24
"AL1 5NN",15,7,8,6
"AL1 5NP",61,26,35,28
"AL1 5NQ",17,10,7,8
"AL1 5NR",41,22,19,14
"AL1 5NS",96,44,52,36
"AL1 5NT",66,32,34,29
"AL1 5NW",80,39,41,26
"AL1 5NX",8,3,5,6
"AL1 5NY",4,3,1,4
"AL1 5NZ",42,21,21,14
"AL1 5PA",33,16,17,11
"AL1 5PB",31,17,14,11
"AL1 5PD",53,34,19,16
"AL1 5PE",5,3,2,3
"AL1 5PF",46,23,23,14
"AL1 5PG",42,20,22,14
"AL1 5PH",60,30,30,17
"AL1 5PJ",13,8,5,7
"AL1 5PN",27,13,14,11
"AL1 5PQ",62,32,30,24
"AL1 5PS",42,22,20,15
"AL1 5PT",54,28,26,17
"AL1 5PU",19,10,9,6
"AL1 5PX",36,22,14,16
"AL1 5PY",33,22,11,14
"AL1 5PZ",69,39,30,27
"AL1 5QA",82,44,38,28
"AL1 5QB",32,14,18,12
"AL1 5QD",16,8,8,8
"AL1 5QE",44,18,26,16
"AL1 5QF",43,22,21,16
"AL1 5QG",76,34,42,35
"AL1 5QH",6,1,5,5
"AL1 5QJ",39,18,21,15
"AL1 5QL",87,39,48,36
"AL1 5QN",33,18,15,14
"AL1 5QQ",65,29,36,31
"AL1 5QR",78,40,38,28
"AL1 5QS",34,15,19,15
"AL1 5QT",98,45,53,38
"AL1 5QU",34,14,20,12
"AL1 5QW",33,19,14,14
"AL1 5QX",20,7,13,12
"AL1 5QY",17,7,10,6
"AL1 5QZ",51,26,25,20
"AL1 5RA",41,20,21,15
"AL1 5RB",15,8,7,5
"AL1 5RD",25,12,13,25
"AL1 5RE",52,22,30,15
"AL1 5RF",4,1,3,2
"AL1 5RG",39,24,15,18
"AL1 5RH",12,6,6,4
"AL1 5RJ",39,20,19,18
"AL1 5RL",6,4,2,4
"AL1 5RN",57,25,32,24
"AL1 5RP",22,11,11,15
"AL1 5RQ",29,17,12,18
"AL1 5RR",11,6,5,8
"AL1 5RS",43,20,23,12
"AL1 5RT",38,21,17,13
"AL1 5RU",24,12,12,8
"AL1 5RW",66,44,22,51
"AL1 5RX",13,5,8,6
"AL1 5RY",39,21,18,13
"AL1 5RZ",53,25,28,20
"AL1 5SA",60,27,33,22
"AL1 5SB",20,11,9,8
"AL1 5SD",37,16,21,15
"AL1 5SE",49,27,22,16
"AL1 5SF",36,14,22,13
"AL1 5SG",35,15,20,21
"AL1 5SH",12,6,6,6
"AL1 5SJ",107,56,51,42
"AL1 5SL",78,41,37,25
"AL1 5SN",8,4,4,3
"AL1 5SP",40,17,23,21
"AL1 5SR",46,26,20,13
"AL1 5SS",19,9,10,7
"AL1 5ST",39,18,21,18
"AL1 5SU",29,13,16,11
"AL1 5SW",43,17,26,14
"AL1 5SX",50,20,30,23
"AL1 5SY",21,7,14,7
"AL1 5SZ",47,25,22,15
"AL1 5TA",61,33,28,22
"AL1 5TD",33,17,16,19
"AL1 5TE",37,19,18,17
"AL1 5TL",24,14,10,14
"AL1 5TP",24,13,11,14
"AL1 5TR",49,26,23,28
"AL1 5TS",43,22,21,28
"AL1 5TT",53,27,26,32
"AL1 5UE",70,34,36,40
"AL1 5UP",70,33,37,30
"AL1 5UQ",8,4,4,4
"AL1 5WA",78,35,43,42
"AL1 5WB",63,34,29,34
"AL1 5WD",74,44,30,44
"AL100AB",89,44,45,29
"AL100AD",16,11,5,4
"AL100AE",16,9,7,8
"AL100AG",15,11,4,10
"AL100AH",67,35,32,39
"AL100AJ",16,9,7,5
"AL100AL",83,37,46,30
"AL100AN",101,48,53,44
"AL100AQ",59,32,27,34
"AL100AT",82,35,47,37
"AL100AU",87,44,43,27
"AL100AW",58,32,26,28
"AL100AX",10,5,5,5
"AL100AY",34,13,21,25
"AL100AZ",67,30,37,44
"AL100BA",104,52,52,49
"AL100BB",75,34,41,25
"AL100BD",81,35,46,31
"AL100BE",98,45,53,26
"AL100BG",73,32,41,35
"AL100BH",16,8,8,8
"AL100BJ",33,17,16,19
"AL100BL",35,15,20,20
"AL100BN",16,8,8,7
"AL100BQ",44,15,29,22
"AL100BU",95,43,52,30
"AL100BX",23,12,11,22
"AL100BY",109,54,55,34
"AL100DA",12,7,5,3
"AL100DB",24,11,13,8
"AL100DD",52,23,29,30
"AL100DF",24,14,10,6
"AL100DG",110,61,49,45
"AL100DH",15,9,6,8
"AL100DJ",42,21,21,16
"AL100DL",3,1,2,2
"AL100DN",45,17,28,38
"AL100DP",37,16,21,17
"AL100DQ",153,72,81,54
"AL100DR",64,28,36,25
"AL100DS",91,53,38,24
"AL100DT",48,19,29,33
"AL100DU",38,22,16,12
"AL100DW",35,12,23,11
"AL100DX",52,22,30,20
"AL100DY",21,10,11,12
"AL100DZ",92,52,40,39
"AL100EA",29,18,11,12
"AL100ED",73,37,36,33
"AL100EE",58,27,31,25
"AL100EF",140,70,70,60
"AL100EG",104,54,50,60
"AL100EH",47,25,22,17
"AL100EJ",46,24,22,16
"AL100EQ",36,23,13,16
"AL100ET",9,6,3,3
"AL100EW",121,74,47,55
"AL100EY",9,4,5,3
"AL100FD",141,66,75,62
"AL100FE",49,28,21,33
"AL100FF",40,19,21,18
"AL100FG",50,28,22,30
"AL100HE",9,4,5,2
"AL100HF",97,47,50,33
"AL100HG",69,31,38,28
"AL100HH",54,30,24,22
"AL100HJ",15,6,9,4
"AL100HL",35,15,20,11
"AL100HN",43,18,25,18
"AL100HP",98,53,45,28
"AL100HQ",46,22,24,23
"AL100HR",88,32,56,41
"AL100HS",92,48,44,31
"AL100HU",70,30,40,38
"AL100HW",82,36,46,26
"AL100HX",59,35,24,21
"AL100HY",15,8,7,10
"AL100HZ",47,26,21,21
"AL100JA",23,9,14,17
"AL100JB",20,12,8,9
"AL100JD",53,23,30,18
"AL100JE",48,31,17,13
"AL100JF",64,25,39,21
"AL100JG",34,18,16,12
"AL100JJ",14,8,6,5
"AL100JL",30,23,7,9
"AL100JQ",22,11,11,9
"AL100JT",10,6,4,4
"AL100JW",8,6,2,3
"AL100JZ",7,4,3,2
"AL100LD",48,23,25,18
"AL100LG",1,1,0,1
"AL100LN",2,2,0,1
"AL100LR",37,24,13,30
"AL100LS",44,32,12,33
"AL100LU",23,17,6,6
"AL100LY",29,19,10,17
"AL100LZ",24,14,10,16
"AL100NA",24,19,5,16
"AL100NF",4,2,2,1
"AL100NX",7,4,3,0
"AL100PA",73,26,47,28
"AL100PB",71,30,41,32
"AL100PD",13,8,5,4
"AL100PE",125,56,69,44
"AL100PF",190,88,102,65
"AL100PG",43,26,17,16
"AL100PH",14,5,9,4
"AL100PJ",14,7,7,7
"AL100PL",31,16,15,7
"AL100PN",4,3,1,3
"AL100PP",138,72,66,48
"AL100PQ",16,9,7,6
"AL100PR",58,29,29,25
"AL100PS",52,24,28,23
"AL100PT",59,34,25,29
"AL100PU",94,53,41,34
"AL100PW",33,17,16,15
"AL100PX",161,79,82,63
"AL100PY",7,2,5,4
"AL100QA",34,18,16,15
"AL100QB",27,16,11,10
"AL100QH",7,4,3,3
"AL100QJ",31,17,14,11
"AL100QL",37,23,14,10
"AL100QN",24,13,11,8
"AL100QP",31,15,16,12
"AL100QQ",7,4,3,4
"AL100QR",27,14,13,12
"AL100QS",14,8,6,9
"AL100QT",30,14,16,12
"AL100QU",30,15,15,11
"AL100QW",37,18,19,16
"AL100QX",19,10,9,6
"AL100QY",78,45,33,27
"AL100QZ",58,26,32,24
"AL100RA",38,15,23,14
"AL100RB",34,19,15,10
"AL100RD",33,19,14,12
"AL100RE",134,65,69,49
"AL100RF",97,50,47,36
"AL100RG",25,13,12,9
"AL100RH",59,33,26,23
"AL100RJ",61,33,28,23
"AL100RL",52,25,27,18
"AL100RN",1,0,1,1
"AL100RP",110,59,51,56
"AL100RQ",82,42,40,37
"AL100RR",81,44,37,42
"AL100RS",59,36,23,30
"AL100RT",26,11,15,9
"AL100RW",50,21,29,39
"AL100RX",44,28,16,20
"AL100RY",34,18,16,12
"AL100RZ",52,27,25,16
"AL100SA",30,11,19,13
"AL100SB",68,32,36,23
"AL100SD",50,18,32,18
"AL100SE",36,20,16,13
"AL100SF",36,17,19,16
"AL100SG",89,47,42,36
"AL100SH",127,60,67,41
"AL100SJ",25,14,11,8
"AL100SL",16,8,8,7
"AL100SN",15,11,4,11
"AL100SQ",8,3,5,5
"AL100SR",3,1,2,1
"AL100ST",13,5,8,7
"AL100SW",17,5,12,14
"AL100SX",92,54,38,19
"AL100SY",63,34,29,25
"AL100SZ",13,7,6,5
"AL100TA",23,14,9,7
"AL100TD",35,21,14,29
"AL100TL",123,71,52,35
"AL100TN",73,40,33,25
"AL100TP",26,17,9,8
"AL100TR",51,25,26,22
"AL100TS",35,18,17,24
"AL100TT",25,12,13,9
"AL100TU",83,44,39,36
"AL100TW",56,22,34,25
"AL100TX",23,16,7,18
"AL100TY",103,56,47,53
"AL100TZ",76,39,37,26
"AL100UA",41,25,16,17
"AL100UB",81,43,38,28
"AL100UD",52,25,27,25
"AL100UE",73,30,43,37
"AL100UG",37,16,21,14
"AL100UH",11,6,5,7
"AL100UJ",9,3,6,8
"AL100UL",13,4,9,7
"AL100UN",32,18,14,14
"AL100UP",19,3,16,19
"AL100UQ",50,28,22,27
"AL100UR",4,1,3,2
"AL100UT",48,25,23,19
"AL100UW",6,4,2,3
"AL100YB",4,3,1,1
"AL108AA",80,43,37,36
"AL108AE",56,28,28,20
"AL108AF",40,20,20,13
"AL108AG",78,42,36,24
"AL108AH",5,1,4,4
"AL108AJ",27,12,15,12
"AL108AL",1,0,1,1
"AL108AN",3,1,2,1
"AL108AP",32,15,17,10
"AL108AR",61,32,29,34
"AL108AS",42,22,20,14
"AL108AT",24,15,9,8
"AL108AU",27,15,12,9
"AL108AW",27,14,13,8
"AL108BG",28,14,14,10
"AL108BJ",4,3,1,2
"AL108BL",13,9,4,6
"AL108BN",17,8,9,6
"AL108BP",35,22,13,16
"AL108BS",25,13,12,13
"AL108BT",62,27,35,28
"AL108BU",61,24,37,25
"AL108BW",79,42,37,28
"AL108BX",68,21,47,56
"AL108BY",36,14,22,36
"AL108BZ",138,82,56,53
"AL108DA",60,26,34,22
"AL108DB",28,13,15,11
"AL108DD",62,32,30,32
"AL108DE",75,35,40,27
"AL108DF",50,23,27,16
"AL108DG",32,14,18,15
"AL108DH",42,31,11,10
"AL108DJ",33,14,19,12
"AL108DL",23,10,13,10
"AL108DN",93,55,38,34
"AL108DP",39,20,19,12
"AL108DQ",64,27,37,24
"AL108DR",12,9,3,5
"AL108DS",65,24,41,23
"AL108DU",26,13,13,8
"AL108DW",20,9,11,9
"AL108DX",16,7,9,4
"AL108DY",49,24,25,16
"AL108DZ",48,29,19,15
"AL108EA",22,8,14,8
"AL108EB",88,48,40,31
"AL108ED",99,61,38,29
"AL108EE",120,55,65,42
"AL108EF",118,58,60,43
"AL108EN",11,7,4,8
"AL108EP",12,6,6,4
"AL108ER",42,18,24,13
"AL108ES",39,19,20,18
"AL108ET",41,21,20,15
"AL108EU",36,18,18,14
"AL108EW",101,51,50,43
"AL108EX",50,23,27,20
"AL108EY",43,14,29,15
"AL108EZ",64,27,37,22
"AL108FD",75,37,38,39
"AL108HA",102,48,54,44
"AL108HB",40,22,18,17
"AL108HD",78,39,39,26
"AL108HE",18,11,7,6
"AL108HF",21,10,11,7
"AL108HG",69,33,36,28
"AL108HH",100,49,51,30
"AL108HJ",45,31,14,14
"AL108HL",39,18,21,20
"AL108HN",30,14,16,8
"AL108HQ",23,13,10,6
"AL108HR",10,5,5,7
"AL108HW",40,26,14,10
"AL108HY",19,9,10,9
"AL108JP",29,12,17,11
"AL108JR",52,22,30,22
"AL108JS",7,2,5,7
"AL108JT",89,49,40,30
"AL108JU",56,24,32,22
"AL108JW",54,25,29,22
"AL108JX",26,13,13,8
"AL108JY",6,4,2,6
"AL108JZ",29,13,16,9
"AL108LA",92,46,46,27
"AL108LB",99,55,44,30
"AL108LD",75,40,35,26
"AL108LE",93,58,35,31
"AL108LF",82,36,46,29
"AL108LG",21,13,8,6
"AL108LH",130,78,52,43
"AL108LJ",23,14,9,9
"AL108LL",75,39,36,22
"AL108LN",88,46,42,26
"AL108LP",96,50,46,35
"AL108LQ",64,33,31,23
"AL108LR",20,9,11,9
"AL108LS",17,9,8,7
"AL108LU",140,70,70,45
"AL108LW",42,17,25,13
"AL108LX",44,29,15,14
"AL108LY",37,19,18,14
"AL108LZ",63,35,28,23
"AL108NA",10,5,5,3
"AL108NB",93,49,44,44
"AL108NN",2,0,2,1
"AL108NP",42,18,24,15
"AL108NR",21,13,8,9
"AL108NS",16,3,13,9
"AL108NT",30,11,19,12
"AL108NU",40,14,26,15
"AL108NX",45,20,25,20
"AL108NY",12,5,7,5
"AL108NZ",48,22,26,17
"AL108PA",8,3,5,4
"AL108PB",58,33,25,20
"AL108PD",73,42,31,25
"AL108PE",50,28,22,16
"AL108PF",55,36,19,17
"AL108PG",54,27,27,17
"AL108PH",66,28,38,24
"AL108PJ",103,54,49,32
"AL108PL",52,24,28,18
"AL108PN",30,13,17,12
"AL108PP",88,41,47,27
"AL108PQ",28,10,18,12
"AL108PR",67,36,31,16
"AL108PS",79,51,28,22
"AL108PT",17,10,7,4
"AL108PU",11,7,4,5
"AL108PW",31,14,17,15
"AL108QE",7,6,1,3
"AL108QF",34,19,15,13
"AL108QG",59,30,29,14
"AL108QH",18,9,9,7
"AL108QJ",58,34,24,21
"AL108QL",45,25,20,15
"AL108QN",68,39,29,25
"AL108QP",28,15,13,12
"AL108QQ",9,4,5,4
"AL108QR",51,27,24,19
"AL108QS",70,38,32,30
"AL108QT",22,10,12,9
"AL108QU",59,28,31,19
"AL108QW",15,8,7,8
"AL108QX",50,25,25,17
"AL108QY",66,36,30,24
"AL108QZ",18,13,5,7
"AL108RA",32,18,14,8
"AL108RB",9,5,4,4
"AL108RD",29,17,12,8
"AL108RE",128,72,56,37
"AL108RF",57,29,28,14
"AL108RG",43,15,28,16
"AL108RH",27,16,11,8
"AL108RJ",7,2,5,4
"AL108RL",20,12,8,4
"AL108RN",94,52,42,35
"AL108RP",28,11,17,14
"AL108RQ",11,5,6,6
"AL108RS",2,1,1,1
"AL108RU",24,12,12,9
"AL108RX",123,57,66,49
"AL108RY",144,77,67,48
"AL108RZ",116,53,63,44
"AL108SA",132,78,54,36
"AL108SB",43,25,18,17
"AL108SD",13,9,4,6
"AL108SE",29,12,17,10
"AL108SF",130,60,70,45
"AL108SG",53,31,22,16
"AL108SH",139,88,51,41
"AL108SJ",20,8,12,6
"AL108SL",18,6,12,10
"AL108SN",27,8,19,15
"AL108SP",35,16,19,15
"AL108SR",22,12,10,16
"AL108SS",20,13,7,6
"AL108ST",40,27,13,11
"AL108SU",46,34,12,11
"AL108SW",25,12,13,15
"AL108SX",37,17,20,12
"AL108SY",35,17,18,10
"AL108SZ",18,11,7,6
"AL108TA",17,5,12,13
"AL108TB",15,4,11,12
"AL108TD",13,4,9,10
"AL108TE",16,6,10,15
"AL108TF",4,2,2,3
"AL108TG",46,23,23,16
"AL108TH",3,1,2,2
"AL108TL",57,27,30,40
"AL108TN",85,44,41,33
"AL108TP",5,2,3,4
"AL108TR",85,50,35,20
"AL108TS",112,65,47,33
"AL108TT",89,57,32,24
"AL108TU",45,29,16,12
"AL108TW",19,10,9,10
"AL108TX",129,70,59,31
"AL108TY",62,41,21,14
"AL108TZ",44,29,15,0
"AL108UA",54,36,18,39
"AL108UB",51,29,22,14
"AL108UD",44,29,15,11
"AL108UE",69,40,29,19
"AL108UG",18,10,8,12
"AL108UN",82,42,40,30
"AL108UP",49,22,27,25
"AL108UR",48,22,26,21
"AL108UT",10,6,4,8
"AL108UU",74,40,34,26
"AL108UW",134,64,70,38
"AL108UX",56,25,31,31
"AL108UY",85,41,44,35
"AL108UZ",37,21,16,15
"AL108XP",18,8,10,8
"AL108XR",68,34,34,31
"AL108XS",14,6,8,6
"AL108XT",73,39,34,37
"AL108XU",21,13,8,9
"AL108XW",22,11,11,9
"AL108XX",148,67,81,52
"AL108XY",101,32,69,0
"AL108YA",43,16,27,40
"AL109AB",1284,698,586,0
"AL109AG",7,3,4,2
"AL109AU",75,37,38,32
"AL109AX",94,25,69,0
"AL109AY",168,69,99,50
"AL109AZ",82,41,41,34
"AL109BA",2,1,1,1
"AL109BB",5,3,2,1
"AL109BG",10,5,5,5
"AL109BH",2,1,1,1
"AL109BJ",6,2,4,1
"AL109BL",56,24,32,21
"AL109BP",77,37,40,37
"AL109BQ",5,2,3,2
"AL109BT",1,1,0,0
"AL109BU",16,10,6,4
"AL109BX",8,3,5,3
"AL109BZ",11,7,4,8
"AL109DA",31,18,13,12
"AL109DD",36,15,21,13
"AL109DE",87,45,42,22
"AL109DF",69,43,26,22
"AL109DG",59,34,25,14
"AL109DH",44,22,22,14
"AL109DJ",48,23,25,15
"AL109DL",121,66,55,34
"AL109DN",24,12,12,7
"AL109DP",15,6,9,6
"AL109DQ",53,23,30,15
"AL109DR",27,16,11,9
"AL109DS",78,45,33,27
"AL109DU",42,19,23,17
"AL109DW",38,26,12,14
"AL109DX",28,12,16,8
"AL109DY",75,42,33,20
"AL109DZ",10,4,6,3
"AL109EA",19,5,14,9
"AL109EB",53,27,26,16
"AL109ED",65,40,25,20
"AL109EE",65,36,29,19
"AL109EF",55,32,23,19
"AL109EG",12,6,6,6
"AL109EH",85,44,41,38
"AL109EJ",150,80,70,72
"AL109EL",46,18,28,20
"AL109EN",74,36,38,23
"AL109EP",4,1,3,1
"AL109EQ",77,37,40,41
"AL109ER",49,30,19,17
"AL109ES",66,27,39,18
"AL109ET",58,31,27,33
"AL109EU",1312,608,704,0
"AL109FA",69,33,36,37
"AL109FB",47,15,32,15
"AL109FD",47,23,24,15
"AL109FE",37,20,17,9
"AL109FF",137,71,66,37
"AL109FG",82,38,44,27
"AL109FH",13,6,7,5
"AL109FJ",124,63,61,36
"AL109FL",114,60,54,42
"AL109FN",99,52,47,31
"AL109FP",39,20,19,16
"AL109FQ",58,28,30,21
"AL109FR",121,55,66,44
"AL109FT",131,68,63,48
"AL109FW",122,63,59,49
"AL109FX",42,23,19,14
"AL109FY",120,64,56,55
"AL109FZ",43,21,22,25
"AL109GA",15,6,9,5
"AL109GB",38,21,17,11
"AL109GD",11,5,6,5
"AL109GE",141,71,70,43
"AL109GF",81,45,36,23
"AL109GG",19,8,11,11
"AL109GH",62,28,34,13
"AL109GJ",28,14,14,16
"AL109GL",206,101,105,58
"AL109GN",17,10,7,15
"AL109GP",154,77,77,53
"AL109GQ",57,24,33,17
"AL109GR",12,6,6,3
"AL109GS",128,67,61,52
"AL109GT",50,31,19,28
"AL109GU",46,28,18,30
"AL109GW",100,60,40,45
"AL109GX",49,26,23,18
"AL109GY",104,64,40,45
"AL109GZ",40,23,17,12
"AL109HA",18,6,12,8
"AL109HB",15,10,5,7
"AL109HD",13,8,5,6
"AL109HE",10,7,3,8
"AL109HF",5,3,2,1
"AL109HG",7,3,4,5
"AL109HH",84,43,41,31
"AL109HJ",6,3,3,2
"AL109HN",3,2,1,1
"AL109HP",6,3,3,4
"AL109HQ",51,30,21,13
"AL109HR",5,3,2,3
"AL109HS",38,19,19,17
"AL109HT",13,7,6,6
"AL109HU",135,72,63,41
"AL109HW",13,8,5,6
"AL109HX",155,76,79,40
"AL109HY",38,20,18,10
"AL109HZ",94,58,36,30
"AL109JA",108,56,52,32
"AL109JB",58,29,29,19
"AL109JD",134,57,77,37
"AL109JE",100,69,31,33
"AL109JF",3,2,1,1
"AL109JG",25,15,10,12
"AL109JH",25,15,10,11
"AL109JJ",47,25,22,13
"AL109JN",22,8,14,15
"AL109JP",10,4,6,9
"AL109JQ",1,0,1,1
"AL109JR",36,20,16,14
"AL109JS",29,12,17,14
"AL109JT",75,37,38,22
"AL109JU",85,34,51,28
"AL109JW",24,12,12,24
"AL109JX",3,2,1,1
"AL109JY",15,8,7,6
"AL109JZ",83,33,50,26
"AL109LA",49,23,26,19
"AL109LB",56,30,26,18
"AL109LD",98,53,45,36
"AL109LE",146,81,65,50
"AL109LF",66,32,34,25
"AL109LG",60,29,31,21
"AL109LH",65,28,37,22
"AL109LJ",46,24,22,17
"AL109LL",3,2,1,1
"AL109LN",41,16,25,12
"AL109LP",39,20,19,8
"AL109LQ",38,20,18,14
"AL109LR",183,86,97,62
"AL109LS",100,55,45,36
"AL109LT",142,56,86,39
"AL109LU",64,33,31,19
"AL109LW",57,32,25,19
"AL109LX",88,36,52,18
"AL109LY",95,52,43,28
"AL109LZ",5,4,1,3
"AL109NB",5,3,2,4
"AL109NH",40,24,16,14
"AL109NJ",50,25,25,17
"AL109NL",53,24,29,21
"AL109NN",49,29,20,20
"AL109NP",39,19,20,15
"AL109NR",45,21,24,15
"AL109NS",2,1,1,1
"AL109NT",2,1,1,1
"AL109NW",45,20,25,16
"AL109NX",83,38,45,31
"AL109NY",12,5,7,4
"AL109NZ",69,36,33,26
"AL109PA",32,17,15,13
"AL109PB",10,4,6,6
"AL109PD",81,48,33,25
"AL109PE",23,11,12,12
"AL109PF",32,19,13,8
"AL109PH",6,3,3,2
"AL109PJ",1,1,0,1
"AL109PL",197,94,103,55
"AL109PQ",47,23,24,20
"AL109PR",112,56,56,33
"AL109PS",5,2,3,4
"AL109PW",37,18,19,10
"AL109QB",85,46,39,22
"AL109QD",125,64,61,32
"AL109QE",85,44,41,23
"AL109QF",48,28,20,13
"AL109QG",107,66,41,37
"AL109QH",132,75,57,40
"AL109QJ",72,41,31,26
"AL109QL",23,7,16,6
"AL109QN",63,37,26,18
"AL109QP",60,34,26,27
"AL109QQ",64,38,26,21
"AL109QR",37,18,19,15
"AL109QS",75,45,30,25
"AL109QT",95,50,45,40
"AL109QU",57,35,22,18
"AL109QW",57,29,28,17
"AL109QX",32,21,11,9
"AL109QY",46,26,20,14
"AL109QZ",184,103,81,84
"AL109RA",87,47,40,49
"AL109RB",2,0,2,1
"AL109RD",68,34,34,37
"AL109RE",158,88,70,69
"AL109RF",3,2,1,1
"AL109RJ",29,15,14,10
"AL109RN",31,13,18,12
"AL109RP",29,11,18,14
"AL109RR",54,33,21,23
"AL109RS",6,3,3,3
"AL109RT",53,22,31,13
"AL109RU",53,24,29,24
"AL109RW",79,38,41,23
"AL109RX",45,23,22,24
"AL109RY",7,4,3,2
"AL109RZ",108,60,48,39
"AL109SA",72,37,35,25
"AL109SB",34,15,19,13
"AL109SD",36,15,21,16
"AL109SE",24,14,10,9
"AL109SF",16,6,10,5
"AL109SG",6,5,1,2
"AL109SP",41,23,18,13
"AL109SQ",35,18,17,11
"AL109SR",45,22,23,18
"AL109SS",47,26,21,21
"AL109ST",12,9,3,9
"AL109SU",26,8,18,8
"AL109SW",33,16,17,15
"AL109SX",10,5,5,4
"AL109SY",24,10,14,11
"AL109SZ",19,11,8,11
"AL109TB",66,31,35,27
"AL109TF",11,8,3,2
"AL109UG",2,0,2,2
"AL2 1AD",20,12,8,8
"AL2 1AE",6,5,1,2
"AL2 1AF",11,6,5,1
"AL2 1AG",3,1,2,1
"AL2 1AH",4,2,2,1
"AL2 1AP",75,35,40,25
"AL2 1AT",23,13,10,14
"AL2 1AU",4,1,3,4
"AL2 1AW",107,57,50,35
"AL2 1AZ",82,38,44,32
"AL2 1BA",12,5,7,4
"AL2 1BB",4,2,2,2
"AL2 1BE",13,8,5,8
"AL2 1BG",23,15,8,6
"AL2 1BH",122,58,64,56
"AL2 1BL",1,0,1,0
"AL2 1BP",42,27,15,19
"AL2 1BS",55,30,25,20
"AL2 1BT",4,3,1,1
"AL2 1BU",13,6,7,7
"AL2 1BW",100,38,62,41
"AL2 1BY",9,4,5,4
"AL2 1BZ",9,6,3,3
"AL2 1DA",3,1,2,1
"AL2 1DE",39,23,16,14
"AL2 1DF",13,8,5,4
"AL2 1DG",3,2,1,2
"AL2 1DJ",1,0,1,1
"AL2 1DN",1,1,0,1
"AL2 1DP",52,25,27,27
"AL2 1DY",19,10,9,8
"AL2 1DZ",85,42,43,27
"AL2 1EA",49,26,23,13
"AL2 1EB",11,7,4,8
"AL2 1ED",21,13,8,8
"AL2 1EE",73,45,28,25
"AL2 1EF",71,28,43,27
"AL2 1EG",109,55,54,49
"AL2 1EH",101,52,49,33
