"Postcode","Total","Males","Females","Occupied_Households"
"B28 0DZ",7,2,5,4
"B28 0EA",20,9,11,11
"B28 0EB",42,19,23,17
"B28 0ED",98,52,46,37
"B28 0EE",37,15,22,12
"B28 0EF",102,50,52,46
"B28 0EG",71,35,36,26
"B28 0EH",91,33,58,77
"B28 0EL",5,3,2,4
"B28 0EP",70,34,36,27
"B28 0EQ",101,41,60,40
"B28 0ER",80,38,42,25
"B28 0ET",39,15,24,12
"B28 0EU",41,7,34,9
"B28 0EW",35,19,16,11
"B28 0EX",83,36,47,25
"B28 0EY",96,45,51,31
"B28 0EZ",26,13,13,7
"B28 0HA",28,11,17,6
"B28 0HB",83,40,43,32
"B28 0HD",42,19,23,9
"B28 0HE",117,64,53,35
"B28 0HF",87,42,45,26
"B28 0HG",118,59,59,37
"B28 0HH",22,13,9,7
"B28 0HN",10,7,3,8
"B28 0HP",46,25,21,15
"B28 0HQ",134,69,65,41
"B28 0HR",38,18,20,9
"B28 0HS",65,35,30,25
"B28 0HT",23,14,9,12
"B28 0HU",17,8,9,7
"B28 0HW",62,31,31,16
"B28 0HX",50,28,22,17
"B28 0HY",41,21,20,12
"B28 0HZ",37,19,18,13
"B28 0JA",68,33,35,21
"B28 0JB",51,23,28,19
"B28 0JD",43,19,24,19
"B28 0JE",86,37,49,25
"B28 0JF",73,30,43,22
"B28 0JG",31,18,13,10
"B28 0JH",15,7,8,6
"B28 0JJ",67,36,31,25
"B28 0JL",23,9,14,11
"B28 0JN",29,15,14,15
"B28 0JP",64,34,30,22
"B28 0JQ",128,56,72,51
"B28 0JR",59,29,30,22
"B28 0JS",53,23,30,20
"B28 0JT",23,11,12,7
"B28 0JU",72,35,37,26
"B28 0JX",86,40,46,25
"B28 0LA",136,63,73,47
"B28 0LB",141,69,72,47
"B28 0LD",36,18,18,10
"B28 0LE",147,69,78,44
"B28 0LF",116,51,65,42
"B28 0LG",15,8,7,6
"B28 0LJ",46,22,24,13
"B28 0LL",78,37,41,22
"B28 0LN",87,48,39,26
"B28 0LR",29,15,14,10
"B28 0LS",32,16,16,10
"B28 0LT",94,47,47,28
"B28 0LU",97,48,49,34
"B28 0LX",33,16,17,12
"B28 0LY",115,56,59,43
"B28 0LZ",63,30,33,22
"B28 0NA",23,11,12,9
"B28 0NB",1,0,1,1
"B28 0ND",50,26,24,17
"B28 0NE",66,36,30,25
"B28 0NF",63,33,30,22
"B28 0NG",43,19,24,20
"B28 0NH",17,10,7,6
"B28 0NJ",10,5,5,3
"B28 0NL",87,44,43,28
"B28 0NN",76,32,44,26
"B28 0NP",46,21,25,14
"B28 0NR",35,17,18,14
"B28 0NS",42,25,17,17
"B28 0NT",16,9,7,6
"B28 0NU",152,75,77,62
"B28 0NX",52,28,24,30
"B28 0NY",67,32,35,26
"B28 0NZ",47,21,26,25
"B28 0PA",53,27,26,16
"B28 0PB",89,40,49,38
"B28 0PD",30,15,15,12
"B28 0PE",161,85,76,53
"B28 0PF",8,2,6,5
"B28 0PG",17,11,6,9
"B28 0PH",103,58,45,48
"B28 0PJ",17,10,7,6
"B28 0PL",112,56,56,54
"B28 0PN",15,9,6,6
"B28 0PP",63,36,27,21
"B28 0PQ",26,11,15,14
"B28 0PR",14,8,6,8
"B28 0PS",21,10,11,17
"B28 0PT",33,14,19,15
"B28 0PU",78,44,34,24
"B28 0PW",49,26,23,16
"B28 0PX",2,1,1,2
"B28 0PY",86,40,46,34
"B28 0PZ",34,17,17,15
"B28 0QA",72,36,36,23
"B28 0QB",41,24,17,16
"B28 0QD",33,15,18,11
"B28 0QE",110,59,51,37
"B28 0QF",25,15,10,14
"B28 0QG",25,14,11,12
"B28 0QH",88,49,39,32
"B28 0QJ",65,30,35,25
"B28 0QL",78,32,46,28
"B28 0QP",109,56,53,36
"B28 0QQ",30,14,16,7
"B28 0QR",85,41,44,30
"B28 0QS",73,40,33,19
"B28 0QT",23,10,13,9
"B28 0QU",19,8,11,8
"B28 0QW",67,34,33,25
"B28 0QX",38,17,21,15
"B28 0QY",34,17,17,15
"B28 0QZ",23,10,13,14
"B28 0RA",15,10,5,5
"B28 0RB",10,7,3,4
"B28 0RD",74,34,40,28
"B28 0RE",6,5,1,3
"B28 0RF",5,2,3,2
"B28 0RG",81,47,34,29
"B28 0RH",45,21,24,16
"B28 0RJ",87,43,44,29
"B28 0RL",70,38,32,18
"B28 0RN",40,21,19,15
"B28 0RP",62,32,30,20
"B28 0RQ",10,5,5,4
"B28 0RR",72,36,36,24
"B28 0RS",70,34,36,23
"B28 0RT",69,32,37,24
"B28 0RU",15,8,7,6
"B28 0RW",52,25,27,16
"B28 0RX",41,22,19,21
"B28 0RY",5,2,3,3
"B28 0SB",5,2,3,4
"B28 0SE",8,4,4,2
"B28 0SF",6,3,3,4
"B28 0SG",35,18,17,19
"B28 0SH",37,17,20,15
"B28 0SJ",31,12,19,16
"B28 0SL",59,25,34,25
"B28 0SN",82,34,48,30
"B28 0SP",40,18,22,25
"B28 0SQ",18,9,9,8
"B28 0SR",46,21,25,25
"B28 0SS",109,53,56,45
"B28 0ST",34,17,17,14
"B28 0SU",36,20,16,13
"B28 0SX",26,15,11,13
"B28 0SY",35,21,14,21
"B28 0SZ",47,15,32,12
"B28 0TA",14,8,6,9
"B28 0TB",78,34,44,25
"B28 0TD",12,6,6,5
"B28 0TE",74,33,41,27
"B28 0TF",82,42,40,32
"B28 0TG",94,45,49,45
"B28 0TJ",41,24,17,12
"B28 0TL",66,36,30,22
"B28 0TN",76,37,39,31
"B28 0TP",27,11,16,9
"B28 0TQ",48,17,31,23
"B28 0TR",70,34,36,30
"B28 0TS",57,29,28,18
"B28 0TT",81,39,42,31
"B28 0TU",43,19,24,15
"B28 0TW",76,40,36,34
"B28 0TX",38,20,18,17
"B28 0TY",101,47,54,42
"B28 0TZ",82,40,42,31
"B28 0UA",36,19,17,14
"B28 0UB",79,36,43,29
"B28 0UD",104,44,60,43
"B28 0UE",17,7,10,6
"B28 0UG",99,45,54,39
"B28 0UH",17,7,10,12
"B28 0UJ",116,57,59,43
"B28 0UL",94,43,51,39
"B28 0UN",101,57,44,33
"B28 0UP",109,56,53,45
"B28 0UR",108,51,57,49
"B28 0US",39,17,22,14
"B28 0UT",35,18,17,14
"B28 0UU",49,22,27,18
"B28 0UW",33,14,19,12
"B28 0UX",73,39,34,31
"B28 0UY",110,56,54,39
"B28 0XA",19,10,9,9
"B28 0XB",47,24,23,27
"B28 0XH",65,31,34,28
"B28 0XN",137,69,68,51
"B28 0XP",29,14,15,11
"B28 0XR",23,10,13,12
"B28 0XW",45,19,26,14
"B28 0XX",20,10,10,10
"B28 0XY",31,19,12,12
"B28 0XZ",35,18,17,15
"B28 0YD",60,24,36,20
"B28 0YH",45,24,21,17
"B28 0YJ",25,14,11,9
"B28 0YL",29,15,14,10
"B28 8AD",21,13,8,9
"B28 8AE",16,9,7,5
"B28 8AF",8,5,3,5
"B28 8AP",97,47,50,23
"B28 8AR",77,40,37,20
"B28 8AS",10,5,5,5
"B28 8AT",71,14,57,63
"B28 8AU",3,2,1,1
"B28 8AY",76,40,36,28
"B28 8BA",34,14,20,9
"B28 8BB",53,26,27,11
"B28 8BD",30,17,13,8
"B28 8BE",1,1,0,1
"B28 8BG",2,0,2,1
"B28 8BH",158,74,84,47
"B28 8BJ",96,44,52,36
"B28 8BL",25,9,16,10
"B28 8BN",5,3,2,2
"B28 8BQ",37,15,22,14
"B28 8BZ",19,11,8,6
"B28 8DA",89,44,45,31
"B28 8DB",14,7,7,4
"B28 8DD",71,36,35,21
"B28 8DE",44,22,22,12
"B28 8DG",84,46,38,23
"B28 8DH",98,40,58,32
"B28 8DJ",90,41,49,31
"B28 8DQ",170,85,85,44
"B28 8DR",84,43,41,29
"B28 8DS",44,19,25,19
"B28 8DT",89,48,41,31
"B28 8DU",88,41,47,30
"B28 8DX",149,77,72,56
"B28 8DY",47,25,22,17
"B28 8EA",74,28,46,30
"B28 8EB",69,36,33,28
"B28 8ED",89,38,51,33
"B28 8EE",28,13,15,16
"B28 8EF",48,22,26,17
"B28 8EH",111,52,59,32
"B28 8EJ",124,67,57,36
"B28 8EL",53,25,28,16
"B28 8EU",19,8,11,5
"B28 8EX",26,12,14,6
"B28 8EY",47,24,23,14
"B28 8EZ",104,59,45,30
"B28 8HA",17,10,7,6
"B28 8HB",32,15,17,12
"B28 8HD",30,14,16,14
"B28 8HE",40,20,20,13
"B28 8HG",12,9,3,3
"B28 8HP",14,9,5,7
"B28 8HT",24,15,9,7
"B28 8HU",86,40,46,26
"B28 8HX",32,14,18,12
"B28 8HY",72,38,34,27
"B28 8HZ",83,42,41,28
"B28 8JA",29,16,13,5
"B28 8JB",79,33,46,45
"B28 8JD",23,14,9,6
"B28 8JE",53,27,26,18
"B28 8JF",70,36,34,21
"B28 8JG",84,45,39,23
"B28 8JP",67,37,30,19
"B28 8JQ",51,30,21,15
"B28 8JR",38,23,15,16
"B28 8JX",30,13,17,8
"B28 8JY",70,30,40,20
"B28 8JZ",117,61,56,40
"B28 8LA",77,37,40,19
"B28 8LB",129,57,72,40
"B28 8LD",53,26,27,21
"B28 8LE",44,19,25,13
"B28 8LF",43,24,19,21
"B28 8LH",59,30,29,19
"B28 8LU",38,12,26,12
"B28 8LW",5,3,2,1
"B28 8LX",37,19,18,9
"B28 8LY",52,24,28,25
"B28 8LZ",70,35,35,25
"B28 8NA",23,8,15,7
"B28 8NB",56,34,22,20
"B28 8ND",31,15,16,15
"B28 8NE",17,10,7,4
"B28 8NF",18,9,9,7
"B28 8NG",6,3,3,2
"B28 8NN",44,23,21,17
"B28 8NP",67,33,34,21
"B28 8NR",32,14,18,12
"B28 8NS",126,58,68,52
"B28 8NT",82,37,45,32
"B28 8NU",27,11,16,15
"B28 8NW",82,38,44,27
"B28 8NX",6,3,3,3
"B28 8NY",38,20,18,12
"B28 8PA",23,10,13,10
"B28 8PB",17,11,6,4
"B28 8PD",12,5,7,4
"B28 8PE",29,17,12,9
"B28 8PF",46,23,23,14
"B28 8PG",12,5,7,3
"B28 8PH",110,61,49,36
"B28 8PJ",30,13,17,10
"B28 8PL",97,49,48,29
"B28 8PN",128,51,77,42
"B28 8PR",58,26,32,20
"B28 8PS",70,33,37,19
"B28 8PT",36,20,16,11
"B28 8PU",47,26,21,14
"B28 8PX",123,67,56,39
"B28 8PY",79,37,42,27
"B28 8QA",40,17,23,13
"B28 8QB",23,9,14,7
"B28 8QH",66,33,33,24
"B28 8QJ",26,10,16,12
"B28 8QL",69,30,39,23
"B28 8QN",93,46,47,32
"B28 8QP",32,9,23,8
"B28 8QT",23,15,8,11
"B28 8QU",11,6,5,4
"B28 8QY",92,38,54,50
"B28 8QZ",52,21,31,31
"B28 8RA",17,8,9,5
"B28 8RD",76,35,41,23
"B28 8RJ",88,44,44,26
"B28 8RL",84,39,45,28
"B28 8RN",123,63,60,37
"B28 8RP",13,4,9,9
"B28 8RW",79,39,40,25
"B28 8RX",91,48,43,37
"B28 8RY",29,16,13,6
"B28 8SE",121,65,56,34
"B28 8SF",121,67,54,28
"B28 8SG",94,43,51,25
"B28 8SH",10,6,4,4
"B28 8SJ",55,27,28,18
"B28 8SL",48,25,23,18
"B28 8SN",64,35,29,23
"B28 8SP",13,4,9,5
"B28 8SQ",50,26,24,15
"B28 8SR",85,39,46,25
"B28 8SS",45,16,29,35
"B28 8ST",14,8,6,6
"B28 8SU",40,21,19,11
"B28 8SX",33,17,16,8
"B28 8SY",70,30,40,18
"B28 8SZ",76,27,49,24
"B28 8TB",80,32,48,19
"B28 8TD",71,33,38,20
"B28 8TE",146,80,66,46
"B28 9AA",2,1,1,1
"B28 9AB",98,46,52,34
"B28 9AJ",51,30,21,13
"B28 9AL",8,5,3,4
"B28 9AR",120,54,66,33
"B28 9AS",65,35,30,16
"B28 9AT",62,30,32,24
"B28 9AU",71,39,32,21
"B28 9AX",50,23,27,16
"B28 9AY",2,1,1,1
"B28 9BE",18,9,9,5
"B28 9BG",84,44,40,26
"B28 9BH",32,20,12,30
"B28 9BJ",27,13,14,12
"B28 9BL",22,12,10,12
"B28 9BP",45,24,21,19
"B28 9BQ",45,18,27,12
"B28 9BS",79,41,38,28
"B28 9BU",11,4,7,4
"B28 9DA",13,5,8,8
"B28 9DB",26,10,16,7
"B28 9DD",72,41,31,22
"B28 9DE",13,6,7,6
"B28 9DF",18,9,9,7
"B28 9DG",93,43,50,39
"B28 9DH",25,15,10,9
"B28 9DJ",119,56,63,29
"B28 9DL",100,46,54,28
"B28 9DN",24,12,12,5
"B28 9DP",40,18,22,22
"B28 9DR",41,20,21,14
"B28 9DS",192,104,88,58
"B28 9DT",21,10,11,6
"B28 9DU",29,15,14,15
"B28 9DW",30,19,11,12
"B28 9DX",30,15,15,12
"B28 9EA",14,6,8,8
"B28 9EE",31,15,16,12
"B28 9EF",3,2,1,1
"B28 9EG",108,49,59,35
"B28 9EH",11,8,3,6
"B28 9EL",120,60,60,33
"B28 9EN",85,38,47,22
"B28 9EP",45,23,22,15
"B28 9EQ",132,63,69,38
"B28 9ER",45,20,25,17
"B28 9ES",53,27,26,22
"B28 9ET",40,14,26,29
"B28 9EX",66,23,43,53
"B28 9EY",123,65,58,37
"B28 9HA",36,17,19,12
"B28 9HF",7,4,3,4
"B28 9HH",7,4,3,3
"B28 9HR",164,88,76,40
"B28 9HS",73,36,37,28
"B28 9HT",81,43,38,20
"B28 9HW",28,14,14,12
"B28 9JA",40,20,20,22
"B28 9JB",74,39,35,20
"B28 9JH",52,17,35,36
"B28 9JJ",105,47,58,31
"B28 9JL",52,27,25,14
"B28 9JN",17,8,9,6
"B28 9JP",38,21,17,11
"B28 9JR",75,35,40,25
"B28 9JU",34,17,17,10
"B28 9JW",24,11,13,5
"B28 9JX",52,24,28,15
"B28 9JZ",25,9,16,13
"B28 9LA",1,0,1,1
"B28 9LB",28,12,16,11
"B28 9LD",25,12,13,7
"B28 9LE",16,9,7,6
"B28 9LF",40,21,19,13
"B28 9LG",67,32,35,22
"B28 9LH",37,19,18,10
"B28 9LJ",135,68,67,45
"B28 9LL",60,27,33,19
"B28 9LS",36,17,19,19
"B28 9LT",35,12,23,11
"B28 9LU",65,34,31,27
"B28 9LX",40,20,20,15
"B28 9LY",75,36,39,32
"B28 9NA",124,57,67,65
"B28 9NB",10,5,5,4
"B28 9ND",67,28,39,25
"B28 9NE",38,19,19,17
"B28 9NF",10,4,6,4
"B28 9NG",78,33,45,32
"B28 9NH",105,61,44,30
"B28 9NJ",15,8,7,7
"B28 9NL",45,22,23,21
"B28 9NN",19,10,9,4
"B28 9NP",13,6,7,7
"B28 9NQ",48,23,25,18
"B28 9NR",19,10,9,5
"B28 9NS",19,10,9,8
"B28 9NT",52,24,28,20
"B28 9NU",54,24,30,18
"B28 9NW",15,6,9,6
"B28 9NX",16,6,10,8
"B28 9NZ",13,6,7,8
"B28 9PD",22,11,11,9
"B28 9PE",66,30,36,25
"B28 9PF",45,20,25,17
"B28 9PG",32,14,18,12
"B28 9PH",56,27,29,21
"B28 9PJ",105,49,56,39
"B28 9PL",72,36,36,30
"B28 9PN",53,29,24,20
"B28 9PP",61,27,34,24
"B28 9PS",104,49,55,38
"B28 9PT",33,13,20,13
"B28 9PU",26,8,18,9
"B28 9PW",48,23,25,18
"B28 9PX",97,51,46,36
"B28 9PY",40,17,23,20
"B28 9PZ",31,13,18,11
"B28 9QA",45,22,23,19
"B28 9QB",59,29,30,23
"B28 9QD",86,43,43,42
"B28 9QE",171,92,79,67
"B28 9QF",67,37,30,26
"B28 9QL",24,14,10,9
"B28 9QN",7,3,4,2
"B28 9QP",105,47,58,33
"B28 9QR",60,30,30,18
"B28 9QS",35,19,16,13
"B28 9QT",6,4,2,2
"B28 9QU",102,48,54,31
"B28 9QW",13,7,6,5
"B28 9QX",124,65,59,36
"B28 9QY",92,44,48,34
"B28 9QZ",110,55,55,37
"B28 9RA",153,80,73,52
"B28 9RB",114,54,60,50
"B28 9RD",48,22,26,23
"B28 9RE",55,23,32,22
"B28 9RG",82,39,43,33
"B28 9RH",40,20,20,11
"B28 9RJ",6,3,3,3
"B28 9RL",72,41,31,33
"B28 9RN",21,11,10,6
"B29 4AA",38,15,23,16
"B29 4AB",27,13,14,11
"B29 4AD",27,12,15,12
"B29 4AE",31,16,15,13
"B29 4AG",73,40,33,31
"B29 4AH",14,8,6,7
"B29 4AJ",21,12,9,12
"B29 4AL",14,6,8,7
"B29 4AN",26,11,15,11
"B29 4AR",4,2,2,1
"B29 4AS",40,16,24,20
"B29 4AT",1,0,1,1
"B29 4AU",2,1,1,1
"B29 4AW",41,22,19,18
"B29 4AX",48,23,25,24
"B29 4AY",58,23,35,25
"B29 4BE",43,21,22,16
"B29 4BF",29,8,21,16
"B29 4BG",5,3,2,2
"B29 4BH",41,17,24,16
"B29 4BJ",22,10,12,12
"B29 4BL",6,4,2,2
"B29 4BN",5,3,2,5
"B29 4BP",28,14,14,13
"B29 4BQ",4,2,2,2
"B29 4BS",24,12,12,10
"B29 4BT",31,17,14,10
"B29 4BU",74,31,43,29
"B29 4BX",28,8,20,0
"B29 4BY",51,25,26,22
"B29 4DA",37,16,21,17
"B29 4DB",18,9,9,10
"B29 4DD",57,29,28,29
"B29 4DE",50,21,29,23
"B29 4DF",94,46,48,35
"B29 4DG",55,26,29,24
"B29 4DH",13,3,10,11
"B29 4DJ",33,14,19,10
"B29 4DL",23,9,14,8
"B29 4DN",71,31,40,30
"B29 4DP",51,21,30,27
"B29 4DR",112,57,55,44
"B29 4DS",78,34,44,24
"B29 4DT",19,9,10,9
"B29 4DU",68,34,34,25
"B29 4DX",47,29,18,23
"B29 4DY",71,32,39,41
"B29 4DZ",83,47,36,36
"B29 4EA",80,40,40,24
"B29 4EB",56,24,32,17
"B29 4ED",37,19,18,17
"B29 4EE",89,43,46,38
"B29 4EF",72,27,45,29
"B29 4EG",28,11,17,10
"B29 4EH",32,12,20,9
"B29 4EJ",37,21,16,18
"B29 4EL",38,13,25,16
"B29 4EN",5,1,4,4
"B29 4EP",51,25,26,20
"B29 4EQ",35,14,21,11
"B29 4ER",47,25,22,22
"B29 4ES",58,34,24,22
"B29 4ET",10,4,6,6
"B29 4EU",54,27,27,22
"B29 4EW",35,13,22,12
"B29 4HA",25,15,10,10
"B29 4HB",43,23,20,16
"B29 4HD",3,1,2,1
"B29 4HH",37,16,21,22
"B29 4HJ",71,35,36,19
"B29 4HL",79,33,46,29
"B29 4HN",42,17,25,14
"B29 4HQ",52,33,19,47
"B29 4HR",75,30,45,28
"B29 4HS",65,28,37,30
"B29 4HT",33,13,20,12
"B29 4HU",39,15,24,14
"B29 4HX",40,18,22,20
"B29 4HZ",8,4,4,3
"B29 4JD",13,7,6,5
"B29 4JE",8,1,7,8
"B29 4JH",46,24,22,21
"B29 4JJ",73,33,40,34
"B29 4JR",19,9,10,7
"B29 4JS",25,12,13,11
"B29 4JT",31,14,17,12
"B29 4JU",51,21,30,21
"B29 4JX",39,18,21,24
"B29 4JY",30,15,15,12
"B29 4LA",6,4,2,4
"B29 4LB",44,21,23,18
"B29 4LE",24,12,12,8
"B29 4LG",41,19,22,15
"B29 4LH",18,11,7,6
"B29 4LN",23,13,10,10
"B29 4LP",38,20,18,14
"B29 4LQ",38,18,20,17
"B29 4LR",49,27,22,19
"B29 4LS",48,28,20,19
"B29 4LT",94,41,53,47
"B29 4LU",50,24,26,18
"B29 4LW",8,5,3,2
"B29 4LX",92,44,48,41
"B29 4LY",22,11,11,11
"B29 4NE",37,17,20,14
"B29 4NG",18,8,10,7
"B29 4NH",51,21,30,20
"B29 4NJ",117,50,67,54
"B29 4NL",58,31,27,26
"B29 4NN",88,45,43,32
"B29 4NP",29,13,16,15
"B29 4NQ",27,14,13,13
"B29 4NR",75,31,44,36
"B29 4NS",52,37,15,36
"B29 4NT",39,19,20,27
"B29 4NU",60,31,29,36
"B29 4NW",35,16,19,17
"B29 4NZ",83,52,31,42
"B29 4PA",33,19,14,18
"B29 4PG",38,19,19,22
"B29 4PH",47,17,30,28
"B29 4PJ",24,10,14,12
"B29 4PL",46,27,19,27
"B29 4PN",34,17,17,25
"B29 4PP",18,9,9,6
"B29 4PQ",42,30,12,34
"B29 4PR",68,34,34,40
"B29 4PS",13,10,3,12
"B29 4PT",50,27,23,30
"B29 4PU",64,34,30,36
"B29 4PW",37,26,11,27
"B29 4PX",6,3,3,4
"B29 4PY",42,29,13,33
"B29 4PZ",33,15,18,18
"B29 4QE",26,14,12,12
"B29 4QF",117,58,59,45
"B29 4QN",78,30,48,32
"B29 4QP",22,13,9,9
"B29 4QR",103,44,59,39
"B29 4QS",26,11,15,8
"B29 4QT",70,21,49,28
"B29 4QU",27,14,13,13
"B29 4QX",129,58,71,43
"B29 4QY",24,15,9,9
"B29 4QZ",26,15,11,13
"B29 4RA",22,12,10,10
"B29 4RB",121,62,59,52
"B29 4RD",72,39,33,29
"B29 4RE",66,32,34,26
"B29 4RG",7,5,2,2
"B29 5AG",50,20,30,20
"B29 5AH",93,46,47,59
"B29 5AL",9,4,5,4
"B29 5AP",54,30,24,26
"B29 5AQ",5,3,2,4
"B29 5AR",12,4,8,8
"B29 5AT",67,28,39,32
"B29 5AU",79,34,45,32
"B29 5AX",72,35,37,32
"B29 5AY",100,51,49,31
"B29 5BA",23,15,8,13
"B29 5BB",39,25,14,18
"B29 5BD",114,59,55,49
"B29 5BE",53,27,26,22
"B29 5BG",77,37,40,35
"B29 5BH",117,49,68,38
"B29 5BJ",33,18,15,18
"B29 5BL",20,10,10,8
"B29 5BN",41,18,23,17
"B29 5BP",22,13,9,10
"B29 5BQ",62,31,31,25
"B29 5BS",55,26,29,21
"B29 5BT",15,7,8,8
"B29 5BU",70,37,33,25
"B29 5BW",11,7,4,0
"B29 5BZ",18,12,6,11
"B29 5DB",43,22,21,18
"B29 5DD",48,24,24,19
"B29 5DE",67,27,40,22
"B29 5DG",58,28,30,20
"B29 5DH",46,22,24,17
"B29 5DJ",15,8,7,7
"B29 5DL",76,38,38,25
"B29 5DN",24,13,11,10
"B29 5DP",32,9,23,12
"B29 5DR",74,30,44,25
"B29 5DS",64,31,33,29
"B29 5DT",68,33,35,28
"B29 5DU",93,45,48,37
"B29 5DW",70,29,41,26
"B29 5DX",16,7,9,6
"B29 5DY",44,25,19,17
"B29 5EA",21,11,10,8
"B29 5EB",40,22,18,13
"B29 5ED",33,17,16,12
"B29 5EE",34,15,19,12
"B29 5EG",52,29,23,17
"B29 5EH",62,39,23,24
"B29 5EJ",55,21,34,28
"B29 5EL",83,45,38,31
"B29 5EN",53,21,32,21
"B29 5EP",77,36,41,42
"B29 5EQ",81,41,40,29
"B29 5ER",83,39,44,33
"B29 5ES",75,40,35,38
"B29 5HA",73,32,41,30
"B29 5HB",31,17,14,16
"B29 5HD",42,21,21,14
"B29 5HE",46,33,13,17
"B29 5HF",27,12,15,11
"B29 5HG",62,34,28,23
"B29 5HH",29,12,17,11
"B29 5HJ",72,31,41,32
"B29 5HL",15,6,9,8
"B29 5HN",109,56,53,41
"B29 5HP",50,24,26,18
"B29 5HQ",45,19,26,19
"B29 5HR",83,37,46,26
"B29 5HS",25,14,11,10
"B29 5HT",52,20,32,20
"B29 5HU",4,1,3,1
"B29 5HX",30,12,18,13
"B29 5HY",28,14,14,9
"B29 5HZ",7,4,3,3
"B29 5JA",39,20,19,16
"B29 5JB",55,24,31,22
"B29 5JD",50,19,31,22
"B29 5JE",10,5,5,7
"B29 5JF",28,12,16,16
"B29 5JG",54,22,32,21
"B29 5JH",31,9,22,14
"B29 5JJ",90,42,48,32
"B29 5JL",58,30,28,23
"B29 5JN",94,42,52,35
"B29 5JP",12,8,4,5
"B29 5JQ",31,11,20,17
"B29 5JR",89,44,45,31
"B29 5JS",88,41,47,40
"B29 5JW",81,40,41,29
"B29 5LA",156,71,85,107
"B29 5LB",6,3,3,3
"B29 5LD",9,3,6,5
"B29 5LE",30,14,16,12
"B29 5LF",69,32,37,27
"B29 5LG",14,8,6,7
"B29 5LH",104,47,57,44
"B29 5LJ",61,30,31,23
"B29 5LN",116,52,64,44
"B29 5LP",40,21,19,14
"B29 5LR",96,42,54,33
"B29 5LS",60,25,35,23
"B29 5LT",42,24,18,16
"B29 5LU",46,22,24,19
"B29 5LX",20,10,10,9
"B29 5LY",47,19,28,16
"B29 5NA",65,36,29,27
"B29 5NB",31,14,17,12
"B29 5ND",22,13,9,8
"B29 5NE",58,32,26,21
"B29 5NG",4,3,1,2
"B29 5NH",15,9,6,4
"B29 5NJ",97,50,47,38
"B29 5NL",87,32,55,39
"B29 5NN",15,4,11,5
"B29 5NP",90,43,47,36
"B29 5NQ",10,3,7,5
"B29 5NR",39,15,24,12
"B29 5NS",47,19,28,16
"B29 5NT",66,32,34,27
"B29 5NU",15,8,7,5
"B29 5NX",35,16,19,16
"B29 5NY",14,5,9,7
"B29 5NZ",16,10,6,5
"B29 5PA",15,7,8,4
"B29 5PB",6,4,2,3
"B29 5PG",52,30,22,28
"B29 5PL",59,31,28,20
"B29 5PN",54,28,26,26
"B29 5PQ",12,7,5,6
"B29 5PT",85,39,46,36
"B29 5PU",52,19,33,18
"B29 5PX",31,12,19,13
"B29 5PY",34,15,19,16
"B29 5PZ",35,17,18,16
"B29 5QA",168,79,89,66
"B29 5QD",72,34,38,29
"B29 5QH",51,19,32,24
"B29 5QL",48,27,21,20
"B29 5QN",61,25,36,25
"B29 5QP",59,30,29,20
"B29 5QS",79,39,40,33
